논문번호,논문제목,논문사번,논문저자,논문게재일,논문게재지
234,Denoising phase unwrapping algorithm for precise phase shifting interferometry,00895,"판,이혁교,김영식",2017-07-01,Journal of the Korean Physical Society
235,Derivation and Validation of a Figure of Merit for Loop Heat Pipes With Medium Temperature Working Fluids,01010,"정욱철,Jinho Lee,이상현,이주현",2016-05-01,J HEAT TRANS-T ASME
236,Design and aberration study of a new miniature energy analyzer with correctors in a scanning electron microscope,01037,"노형래,조복래,김지훈,오가와 타카시",2019-02-11,NUCL INSTRUM METH A
237,Design and Control of a 6-DOF Active Vibration Isolation System Using a Halbach Magnet Array,01121,"김명현,김효영,김현창,안다훈,권대갑",2016-08-12,IEEE-ASME T MECH
238,Design and Evaluation of PMU Performance Measurement and GPS Monitoring System for Power Grid Stabilization,00388,"양성훈,이창복,이영규,이종구",2015-06-15,"JOURNAL OF POSITIONING, NAVIGATION AND TIMING"
239,Design and fabrication of 2-T rotating halbach magnet for magnetic refrigerator,00616,"류권상,남승훈,정재갑,백승욱",2017-03-31,Journal of Magnetics
240,Design of High Efficient Mid-Wavelength Infrared Polarizer on ORMOCHALC Polymer,01060,"김준오,Md Didarul Islam,Woohong Kim,Jasbinder S. Sanghera,David A. Czaplewski,Augustine M. Urbas,Jan Genzer,Jong E. Ryu,Yeongun Ko,Zahyun Ku,Darryl A. Boyd,Evan M. Smith,Vinh Q. Nguyen,Jason D. Myers,Colin C. Baker",2020-05-01,MACROMOLECULAR MATERIALS AND ENGINEERING
241,Design of optimal digital filter and digital signal processing for a CdZnTe high resolution gamma-ray system,00808,"김병주,이경범,이종만,황상훈,허동혜",2020-07-01,APPLIED RADIATION AND ISOTOPES
242,Design of optimal digital filter and digital signal processing for a CdZnTe high resolution gamma-ray system,00790,"김병주,이경범,이종만,황상훈,허동혜",2020-07-01,APPLIED RADIATION AND ISOTOPES
243,Design Optimization of a Small-animal SPECT System Using LGSO Continuous Crystals and Micro Parallel-hole Collimators,01066,"김중현,이또우미끼,김수미,홍성종,이재성",2015-07-31,Journal of the Korean Physical Society
244,Detachable Trap Preconcentrator with a Gas Chromatograph-Mass Spectrometer for the Analysis of Trace Halogenated Greenhouse Gases,00873,"윤두현,이정순,임정식",2019-03-05,Analytical Chemistry
245,Detecting impact traces on a composite pressure vessel with aluminum-coating optical fiber using a phase-modulated BOCDA sensor,00793,"최보훈,서대철,권일범",2017-04-12,COMPOSITES SCIENCE AND TECHNOLOGY
246,Detection efficiency measurement of single photon avalanche photodiodes by using a focused monochromatic beam tunable from 250nm to 1000 nm,01064,"배인호,박성종,홍기석,박희수,이희정,문한섭,Joseph Steven Borbely,이동훈",2019-05-16,METROLOGIA
247,Detection of an axial surface microcrack in steel wire rods with noncontact  ultrasonic reverberation spectroscopy,00924,"허태훈,조승완,조승현,안봉영,외부",2017-12-01,Journal of Mechanical Science and Technology
248,Detection of local bonding failure damage by Digital Image Correlation technique,00562,"허용학,김종일,홍성구",2019-04-08,RELIABILITY ENGINEERING & SYSTEM SAFETY
249,"Detection of the Excised, Damage-containing Oligonucleotide Products of Nucleotide Excision Repair in Human Cells",00969,"송지명,외부,최준혁",2017-01-01,PHOTOCHEM PHOTOBIOL
250,Detection of the small oligonucleotide products of nucleotide excision repair in UVB-irradiated human skin,00969,"최준혁,한수지,MG Kemp",2020-02-01,DNA REPAIR
251,Detection of the Superconducting Transition and Magnetic Flux Trapping in a Niobium Micro-ring by using Micro-Hall Sensors,00865,"강영호,김윤원,김문석,송운,최재혁,주성중,홍진기,이긍원,이순걸",2016-11-01,Journal of the Korean Physical Society
252,Detection of the third transition of InAs/GaAsSb quantum dots,01142,"김영호,Keun-Yong Ban,Som N. Dahal,Heather McFelea,Christiana B. Honsberg",2016-04-01,J CERAM PROCESS RES
253,Determination of diphencyprone and its photo-degradation product incompounded preparations using HPLC,00577,"조종운,김경태,박미연,김진석,이진복,강종성",2018-10-25,분석과학 (ANALYTICAL SCIENCE & TECHNOLOGY)
254,Determination of fatty acid contents in infant formula by isotope dilution-gas chromatography/mass spectrometry,01047,"이선영,이준희,안성희,백송이,김병주",2019-07-15,J FOOD COMPOS ANAL
255,Determination of physical adsorption loss of primary standard gas mixtures in cylinders using cylinder-to-cylinder division,00946,"이상일,김미언,오상협,김진석",2017-12-01,METROLOGIA
256,Determination of temperature and humidity sensitivity coefficients of torque transducers and estimation of their uncertainties based on a Monte Carlo method,00830,"무루게타,김민석",2020-03-19,METROLOGIA
257,Determination of trace impurities of HFC-134a by gas chromatograph with atmomic emission detector,00873,"김명자,김예라,윤두현,임정식,이진복,이정순",2017-12-01,분석과학 (ANALYTICAL SCIENCE & TECHNOLOGY)
258,Determination of Water Content in Bioethanol Using the 1 H NMR Chemical Shift Change,01075,"윤정빈,윤수연,김병주,안상두,최기환",2019-04-08,BULLETIN OF THE KOREAN CHEMICAL SOCIETY
259,Determining the Jahn-Teller stabilization energy of adatom vacancies on a Si(111)- 3 × 3:B surface,00970,"엄대진,문창연,구자용",2019-09-03,PHYSICAL REVIEW B
260,Deterministic switching of magnetization by chiral buckling,01070,"문경웅,김창수,윤정범,황찬용",2019-09-26,PHYSICAL REVIEW B
261,Development of 100 μmol mol-1 Cl₂ Standard Gas Mixture for Accurate Calibration of Ambient Cl₂ Sensors and Stack Emission Monitors,00993,"정진상,김병문,오상협",2020-06-01,ASIAN JOURNAL OF ATMOSPHERIC ENVIRONMENT
262,Development of 100 μmol mol-1 HCL primary standard gas mixtures in high-pressure cylinders,00993,"정진상,김병문,오상협",2019-02-01,METROLOGIA
263,Development of a certified reference material (NMIJ CRM 7203-a) for elemental analysis of tap water,00812,"Zhu, Yanbei,서정기,이경석,임용현,임영란,Inagaki, K,허성우",2017-03-10,ANAL SCI
264,Development of a double cap on the humidity sensor in radiosondes for improving ventilation,01049,"이상욱,김종철,최병일,우상봉,소재원,양승구,김용규",2016-01-12,METEOROL APPL
265,Development of a handheld sheet resistance meter with the dual-configuration four-point probe method,00704,"강전홍,이상화,유광민",2017-05-01,JEET(Journal of Electrical Engineering & Technology)
266,Development of a high-sensitivity radon monitor for a radon calibration system at KRISS,01087,"황상훈,한민지,이종만,이경범",2020-06-10,APPLIED RADIATION AND ISOTOPES
267,Development of a Laser Pistonphone System to Calibrate the Sensitivity Modulus and Phase of Microphones for Infrasonic Frequencies,00727,"서재갑,조완호,트리안타필로스,Hack-Yoon Kim,Zhenglie Cui,Yiti Suzuki",2020-07-01,INTERNATIONAL JOURNAL OF PRECISION ENGINEERING AND MANUFACTURING
268,Development of a low-temperature low-pressure humidity chamber for calibration of radiosonde humidity sensors,01049,"이상욱,최병일,우상봉,김종철,김용규",2019-03-22,METROLOGIA
269,Development of a lyophilized soybean paste certified reference material for the analysis of ochratoxin A,00862,"안성희,이수영,이선영,김병주",2016-09-01,J FOOD COMPOS ANAL
270,Development of a Mid-infrared CW Optical Parametric Oscillator Based on Fan-out Grating MgO:PPLN Pumped at 1064 nm,00837,"배인호,임선도,유재근,이동훈,김승관",2019-02-25,CURRENT OPTICS AND PHOTONICS
271,Development of a Mid-infrared CW Optical Parametric Oscillator Based on Fan-out Grating MgO:PPLN Pumped at 1064 nm,01064,"배인호,임선도,유재근,이동훈,김승관",2019-02-25,CURRENT OPTICS AND PHOTONICS
272,Development of a Mushroom Powder Certified Reference Material for Element Analysis,00906,"기자,임용현,이경석",2020-12-31,Mass Spectrometry letters
273,Development of a Novel Leak-Free Constant-Pressure Cylinder for Certified Reference Materials of Liquid Hydrocarbon Mixtures,00331,"김용두,강지환,배현길,강남구,오상협,이진홍,우진춘,이상일",2017-11-21,Analytical Chemistry
274,Development of a Nutritional Supplement Certified Reference Material for Elemental Analysis,01129,"이종화,허성우,김휘진,임영란,이경석,임용현",2018-12-30,Mass Spectrometry letters
275,Development of a parallel microbore hollow fiber enzyme reactor platform for online 18O-labeling: Application to lectin-specific lung cancer N-glycoproteome,00965,"이선영,이선정,박성범,김기영,홍종기,강덕진",2018-11-15,J CHROMATOGR B
276,Development of a parallel microbore hollow fiber enzyme reactor platform for online 18O-labeling: Application to lectin-specific lung cancer N-glycoproteome,01047,"이선영,이선정,박성범,김기영,홍종기,강덕진",2018-11-15,J CHROMATOGR B
277,Development of a Paste-type Certified Reference Material of Tomato for Elemental Analysis: Certification and Long-term Stability Study,00906,"최지하,황의진,임용현,조항미,임영란,김태규,이경석",2017-01-24,Bulletin of the Korean Chemical Society
278,Development of a polymer-based MEG-compatible vibrotactile stimulator for studying neuromagnetic somatosensory responses,00930,"김민영,권혁찬,박원형,양태헌,김상연,황성민,김기웅",2020-01-15,IEEE Access
279,Development of a position-sensitive CZT detector with coplanar grid electrode,00808,"김병주,이경범,이종만,박태순,황상훈",2018-06-01,JOURNAL OF RADIOANALYTICAL AND NUCLEAR CHEMISTRY
280,Development of a position-sensitive CZT detector with coplanar grid electrode,00790,"김병주,이경범,이종만,박태순,황상훈",2018-06-01,JOURNAL OF RADIOANALYTICAL AND NUCLEAR CHEMISTRY
281,Development of a Program for Analyzing Dielectric Relaxation and Its Application to Polymers: Nitrile Butadiene Rubber,00814,"정재갑,문영일,정기수,김규태",2020-06-01,MACROMOLECULAR RESEARCH
282,Development of a Real-time stroke detection system for elderly drivers using Quad-chamber air cushion and IoT devices.,00624,"박세진,홍승희,김다미,서영,이크람",2018-04-03,SAE Technical papers
283,Development of a simulator for the validation of noninvasive blood pressure-monitoring devices,01050,"도일,임현균,안봉영",2016-06-01,BLOOD PRESS MONIT
284,Development of a Type-N coaxial microcalorimeter for RF and microwave power standards at KRISS,00876,"권재용,강태원,김정환,강노원",2015-06-01,IEEE T INSTRUM MEAS
285,Development of a V-Band Millimeter-Wave Source Module,00876,"권재용,이동준,아디티아 누르 박티,윈디 쿠르니아",2016-10-31,Journal of Eectromagnetic Engineering and Science
286,Development of a windowless multi-wire proportional chamber (MWPC) counting system for measuring extended-area beta source,01087,"황상훈,이종만,이경범,박태순",2017-01-28,APPLIED RADIATION AND ISOTOPES
287,Development of accurate dimethyl sulphide primary standard gas mixtures at low nanomole per mole levels in high-pressure aluminium cylinders for ambient measurements,00946,"김미언,강지환,김용두,이동수,이상일",2018-04-01,METROLOGIA
288,Development of an Algorithm for Stroke Prediction: A National Health Insurance Database in Korea,00624,"민승남,박세진,김동준,무랄리,이경선",2018-04-03,EUROPEAN NEUROLOGY
289,Development of an arsenobetaine standard solution with metrological traceability to the SI by an arsenic-specific mass balance method,00906,"고경문,김인중,고청아,임용현,임영란,김태규,윤일선,황의진,이경석",2017-01-25,Bulletin of the Korean Chemical Society
290,Development of an auditory emotion recognition function using psychoacoustic parameters based on the International Affective Digitized Sounds,00893,"최영임,이성준,정성수,최인묵,박연규",2015-12-15,BEHAVIOR RESEARCH METHODS
291,Development of an automated system for radiochromic film analysis,01011,"정재필,박가영,김병철",2019-04-01,NUCL INSTRUM METH A
292,"Development of an ID ICP-MS reference method for the determination of Cd, Hg and Pb in a cosmetic powder certified reference material",00956,"김숙현,임영란,황의진,임용현",2016-01-28,ANAL METHODS-UK
293,Development of an infant formula certified reference material for the analysis of organic nutrients,00945,"이준희,백송이,이홍희,형석원,안성희,서동원,황진봉,박종수,곽병만,원종은,김병주,이선영,최종오,강덕진,이화심,최기환,이혜영,심희정",2019-11-15,FOOD CHEM
294,Development of an Isotope Dilution Mass Spectrometry (IDMS)-Based Method for the Aanlysis of Ibuprofen,00945,"이준희,김병주",2017-09-30,Mass Spectrometry letters
295,Development of an Isotope Dilution Mass Spectrometry Method for Accurate Determination of Thiamine in Diverse Food Matrices,00945,"주자연,김병주,이선영,백송이,이준희",2020-02-01,Food Analytical Methods
296,Development of calibration system for wafer-type temperature sensor,00903,"문지훈,김종호,신재수,강상우",2020-11-01,AIP ADVANCES
297,Development of calibration system for wafer-type temperature sensor,01151,"문지훈,김종호,신재수,강상우",2020-11-01,AIP ADVANCES
298,Development of candidate reference method for accurate determination of four polycyclic aromatic hydrocarbons in olive oil via gas chromatography/high-resolution mass spectrometry using 13C-labeled internal standards,00982,"주현정,김병주,김정권,백송이",2020-03-30,FOOD CHEM
299,Development of certified reference materials for accurate determination of fluoroquinolone antibiotics in chicken meat,01020,"형석원,외부,김병주",2017-08-15,FOOD CHEM
300,Development of chip calorimeter based on Bi/Al thermopile for biological sample measurement,01050,"이주현,도일",2019-12-23,INTERNATIONAL JOURNAL OF NANOTECHNOLOGY
301,Development of chip calorimeter based on Bi/Al thermopile for biological sample measurement,01010,"이주현,도일",2019-12-23,INTERNATIONAL JOURNAL OF NANOTECHNOLOGY
302,Development of exact matrix matching inductively coupled plasma optical emission spectroscopy for the analysis of Cu and K in infant formula,00996,"이예지,허성우,한명섭,임영란,임용현",2016-08-20,Bulletin of the Korean Chemical Society
